"Id","NRMSE"
1,0.402867003111039
2,0.377324445262603
3,0.272209772561129
4,0.535894845319122
5,0.278093674888426
6,0.229506469809292
7,0.297960259292109
8,0.27770741412286
9,0.23111495719544
10,0.392956477982816
11,0.347194853018313
12,0.353274358823194
13,0.437477577206248
14,0.291604998062224
15,0.264539816982325
16,0.364147567768497
17,0.232383452213276
18,0.334441851877639
19,0.352061144420179
20,0.527568460270526
21,0.323501418329339
22,0.412025830949445
23,0.24084771184087
24,0.300741829433328
25,0.361925414678132
26,0.225965607784916
27,0.338536368588516
28,0.216942339970676
29,0.254553911532101
30,0.375987377099532
31,0.325543586484159
32,0.252201663168065
33,0.297522971100838
34,0.332461395430016
35,0.308962554129271
36,0.777588779583745
37,0.269833854974796
38,0.279286916690166
39,0.208576096310346
40,0.382128342397289
41,0.272904644234145
42,0.307492408710687
43,0.242952119114993
44,0.269714202200321
45,0.260273512060898
46,0.258760942180669
47,0.333662511418186
48,0.394888765175205
49,0.313989853925367
50,0.252459875058707
51,0.372545605386158
52,0.26358502699391
53,0.306840741570223
54,0.285217411110932
55,0.243792528393698
56,0.265634476467436
57,0.2573137307251
58,0.354188720545924
59,0.25651187022066
60,0.292660053642419
61,0.417338524096412
62,0.287553404781814
63,0.334318730880088
64,0.359089363494336
65,0.290401185453436
66,0.306546302322369
67,0.285087262457483
68,0.380420310204153
69,0.236687507085604
70,0.388326526754018
71,0.253441172809818
72,0.270602428466879
73,0.354421360878343
74,0.269314144594839
75,0.349952229522003
76,0.291477923092262
77,0.362391478160873
78,0.361979036855989
79,0.311469362501035
80,0.254236182364958
81,0.424232692027663
82,0.239405016403581
83,0.323265294054258
84,0.349359574379033
85,0.189718547403624
86,0.263329848783069
87,0.289095548886607
88,0.256466046641882
89,0.354710102094405
90,0.337500726802385
91,0.871632767074702
92,0.257397448029228
93,0.316229870985353
94,0.282044671100357
95,0.257509265536486
96,0.229156241776692
97,0.317019752194618
98,0.321504945246702
99,0.269873501037224
100,0.308182794833005
101,0.391770595831388
102,0.378125291667786
103,0.345287362525422
104,0.39300645655892
105,0.495275666662977
106,0.362869748606032
107,0.326987133653478
108,0.39847386393457
109,0.350375591500342
110,0.31178358978656
111,0.277893361578827
112,0.403250697426952
113,0.231581034185938
114,0.370757595416172
115,0.363485596429539
116,0.363734898979634
117,0.279564607262121
118,0.220605804494687
119,0.370505825948864
120,0.312112393291917
121,0.283100399973882
122,0.265689983023207
123,0.261674012744802
124,0.304402740391078
125,0.295292849757083
126,0.913175407200895
127,0.286887533565316
128,0.258102396526779
129,0.316159956683492
130,0.428962696625833
131,0.331249548380418
132,0.382510710384119
133,0.359183641079256
134,0.3317428165599
135,0.343754163964056
136,0.215890077830544
137,0.343934870795747
138,0.36368464637916
139,0.266198402685525
140,0.328653247458194
141,0.286923260945408
142,0.302905523906046
143,0.212842923243223
144,0.356061124692369
145,0.537220257683249
146,0.320289370192883
147,0.294209058461371
148,0.348022008217982
149,0.268770348942656
150,0.285141206763768
151,0.274828737414378
152,0.237204515934754
153,0.247013282384812
154,0.275437391445141
155,0.305742182651213
156,0.25977656509016
157,0.326700578327489
158,0.3351039274919
159,0.202972747924419
160,0.273840288371122
161,0.406896736592187
162,0.24148090821166
163,0.305238942367741
164,0.289930687017058
165,0.3119085854502
166,0.236954064366672
167,0.225615944738078
168,0.282489462231317
169,0.539895205714904
170,0.246163422829379
171,0.264775248665685
172,0.384433193691551
173,0.278351873421785
174,0.321265632999222
175,0.283478707546141
176,0.256845014463138
177,0.261151380870467
178,0.252255777295293
179,0.264929369153088
180,0.383073973209633
181,0.256821100903968
182,0.265886372532816
183,0.519793970052595
184,0.356759531711211
185,0.289782573049237
186,0.373852845288311
187,0.407694888605214
188,0.277556707696659
189,0.253387422597589
190,0.334312192014469
191,0.423798737050887
192,0.284019843611597
193,0.3202142773417
194,0.315398856573012
195,0.466709940405008
196,0.288798778319331
197,0.286390080540198
198,0.276941840554917
199,0.306403953686096
200,0.334562502560281
201,0.341504849971143
202,0.303835188655304
203,0.27113378297897
204,0.5074564866658
205,0.262520845325834
206,0.360526272642987
207,0.278022781170856
208,0.393367370049084
209,0.32229913571623
210,0.482716912890753
211,0.28119561103015
212,0.361632587282285
213,0.320888730704065
214,0.369383877415907
215,0.221666411468223
216,0.322996467485671
217,0.60081745137245
218,0.252351098794377
219,0.310267551083143
220,0.427551970271253
221,0.311156941694134
222,0.296510272420897
223,0.281162867308294
224,0.267292693108855
225,0.290016428333327
226,0.323280277312698
227,0.503430655583283
228,0.407722708629544
229,0.291891958361187
230,0.312866967141012
231,0.317616052487692
232,0.305489040565778
233,0.343064240098279
234,0.224035208024007
235,0.241491071554423
236,0.265797143561702
237,0.437425804090265
238,0.304503376910034
239,0.315925171111666
240,0.317726448840067
241,0.332816245128437
242,0.190217331672191
243,0.309573694588263
244,0.313528376839143
245,0.457359452749168
246,0.334568355347809
247,0.249442054108191
248,0.301243608301043
249,0.391325163139561
250,0.238262306993941
251,0.287121932555588
252,0.267754218165482
253,0.303520096348818
254,0.335448013407322
255,0.307924109996091
256,0.429304033935288
257,0.260677161548878
258,0.4288180873532
259,0.516092788717601
260,0.40362318820136
261,0.205329759975874
262,0.337654513095135
263,0.333196291036099
264,0.398619421031775
265,0.254563781535725
266,0.303663344995718
267,0.24351896013488
268,0.262960386278431
269,0.254264279516076
270,0.337794157211172
271,0.31724997003185
272,0.261464878946592
273,0.350415461021732
274,0.315095778267153
275,0.269187221961099
276,0.324053862982925
277,0.276421439792563
278,0.312038792860451
279,0.220877245690964
280,0.43189053418968
281,0.338059574309943
282,0.331005923951096
283,0.499173017883557
284,0.282904331842706
285,0.295117151976814
286,0.256936439413356
287,0.407887515883041
288,0.252271371741268
289,0.283740911001294
290,0.338624691850915
291,0.224591550202447
292,0.529859375992041
293,0.282782411429684
294,0.265594588376731
295,0.478636063026819
296,0.324871785221244
297,0.28004776744463
298,0.314758677177434
299,0.234776034543601
300,0.297045022341295
301,0.413322151329462
302,0.312047531067684
303,0.677450255864273
304,0.348906292163617
305,0.225704873280127
306,0.283952554283237
307,0.319003226494131
308,0.242660652316157
309,0.261987016901227
310,0.269137141967515
311,0.381053617029256
312,0.264972871041319
313,0.283246986251823
