"Id","NRMSE"
1,0.242045216849704
2,0.320057985674383
3,0.204496219238414
4,0.246024379812024
5,0.216014280654519
6,0.217748477888679
7,0.270521119790047
8,0.217863630108494
9,0.229716736634883
10,0.367526208029614
11,0.244591809633953
12,0.221220299388312
13,0.238103366733466
14,0.202382652949095
15,0.274746124300209
16,0.276307137195175
17,0.172903272499262
18,0.270526260517498
19,0.244546489372443
20,0.323531567887334
21,0.29887097280779
22,0.301596789605259
23,0.208842139904045
24,0.257408430852611
25,0.25861465161694
26,0.217705951380861
27,0.262339349552082
28,0.220303159180029
29,0.192879130183775
30,0.214074196115552
31,0.279308244552036
32,0.182265200432745
33,0.260031491398756
34,0.268145600991446
35,0.188358722114088
36,0.519027341464592
37,0.273759427586986
38,0.225704874658039
39,0.187417260857082
40,0.290040733738643
41,0.246871778860637
42,0.266257848761577
43,0.2020927107232
44,0.1893524236429
45,0.231213428940679
46,0.245823784999077
47,0.280090847133385
48,0.353508777471451
49,0.213438656507188
50,0.208636130879089
51,0.282172616929156
52,0.233936399799189
53,0.279318630459437
54,0.252166218517966
55,0.246305352787182
56,0.225525458807965
57,0.20738164284694
58,0.24990664305552
59,0.198615141752584
60,0.217859379121768
61,0.333083266316908
62,0.182692320895181
63,0.252716197919905
64,0.287849548282342
65,0.291855101177503
66,0.286031624894727
67,0.21098509961698
68,0.265953818357923
69,0.288599616592902
70,0.269026303324562
71,0.193197004513969
72,0.234424278368506
73,0.276459659640351
74,0.22700861222683
75,0.357705674123865
76,0.266253585836956
77,0.301129467418139
78,0.270027465310146
79,0.228321672257463
80,0.221862168347495
81,0.307919603161901
82,0.222111920442538
83,0.300478706496564
84,0.275682142687517
85,0.228898745279954
86,0.231599391752142
87,0.203405118138153
88,0.169987743707534
89,0.243506994413207
90,0.263934880944278
91,0.317163960191705
92,0.255103967338433
93,0.292017800631292
94,0.220944002672555
95,0.185969725914398
96,0.156618037708776
97,0.236464139841737
98,0.288228685828598
99,0.258360723225759
100,0.296724059883785
101,0.318008150119918
102,0.24665462387177
103,0.376513283980554
104,0.30678728373222
105,0.288138830887189
106,0.257532989032592
107,0.298155746334652
108,0.281070770751016
109,0.279177862183202
110,0.266637601558361
111,0.286129305663147
112,0.376373141958657
113,0.219278031140406
114,0.266651181809311
115,0.247288410914408
116,0.299353274575548
117,0.215732401431105
118,0.220673984035506
119,0.306646998701179
120,0.2578705395535
121,0.271487578152094
122,0.216642368813014
123,0.176361249922233
124,0.280074895548442
125,0.19908132263697
126,0.843916903140556
127,0.262525162272224
128,0.197262202077802
129,0.262668193652749
130,0.365770128599682
131,0.256557538044016
132,0.257292650761088
133,0.233436414376137
134,0.263492573309318
135,0.283828094803602
136,0.201917556811396
137,0.329349292537982
138,0.247594600141892
139,0.310323611525702
140,0.269517488787517
141,0.230546386003652
142,0.265742742706713
143,0.19327960855007
144,0.335753841797577
145,0.32533398827092
146,0.275599670645049
147,0.260686944806007
148,0.303889129541015
149,0.249646498321675
150,0.203903908773438
151,0.224028422333032
152,0.179377137286128
153,0.17700475331681
154,0.231390239005103
155,0.266835308328479
156,0.232198369027778
157,0.239404836195337
158,0.280487428346774
159,0.194942123733903
160,0.275013072907005
161,0.274945877705479
162,0.22452895298638
163,0.275451732433896
164,0.188587445980721
165,0.246612736694535
166,0.220767924748354
167,0.182294158595403
168,0.191301074766604
169,1.30042057988536
170,0.244388074121205
171,0.20639551367129
172,0.332666424876479
173,0.225051813594831
174,0.323429460123999
175,0.300354798506458
176,0.166811461846489
177,0.218422876735542
178,0.200582006422875
179,0.196204513607381
180,0.249684852298175
